ip,as_owner,country,reputation,asn,malicious,suspicious,undetected,harmless,status
84.46.17.42,wilhelm.tel GmbH,DE,0,15943.0,0,0,89,0,unknown
140.98.193.112,IEEE,US,0,13462.0,0,0,25,64,benign
87.248.222.206,LLNW,FR,0,22822.0,0,0,89,0,unknown
213.143.95.252,Telemach UG d.o.o.,SI,0,3212.0,0,0,89,0,unknown
37.76.70.52,Magyar Telekom plc.,HU,0,5483.0,0,0,89,0,unknown
64.233.166.94,GOOGLE,US,0,15169.0,0,0,21,68,benign
104.16.88.26,CLOUDFLARENET,,0,13335.0,0,0,24,65,benign
74.125.133.154,GOOGLE,US,0,15169.0,0,0,22,67,benign
23.77.250.32,AKAMAI-AS,DK,0,16625.0,0,0,89,0,unknown
54.243.156.79,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
24.96.12.63,WOW-INTERNET,US,0,12083.0,0,0,89,0,unknown
92.126.60.43,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
121.239.246.198,Chinanet,CN,0,4134.0,0,0,89,0,unknown
23.195.75.157,AKAMAI-AS,US,0,35994.0,0,0,89,0,unknown
105.108.209.150,Telecom Algeria,DZ,0,36947.0,0,0,26,63,benign
54.239.168.172,AMAZON-02,US,0,16509.0,0,0,25,64,benign
64.233.184.102,GOOGLE,US,0,15169.0,0,0,24,65,benign
74.131.94.200,TWC-10796-MIDWEST,US,0,10796.0,0,0,89,0,unknown
64.233.171.95,GOOGLE,US,0,15169.0,0,0,89,0,unknown
83.6.237.214,Orange Polska Spolka Akcyjna,PL,0,5617.0,0,0,89,0,unknown
93.184.216.180,EDGECAST,US,0,15133.0,0,0,37,52,unknown
115.241.108.4,Reliance Jio Infocomm Limited,IN,0,55836.0,0,0,89,0,unknown
195.225.249.45,Netia SA,PL,0,43939.0,0,0,89,0,unknown
173.194.116.138,GOOGLE,US,0,15169.0,0,0,89,0,unknown
104.244.43.12,FASTLY,US,0,54113.0,0,0,89,0,unknown
37.55.85.75,JSC Ukrtelecom,UA,0,6849.0,0,0,89,0,unknown
95.172.94.59,Unitas Global Ltd,GB,0,15570.0,0,0,89,0,unknown
74.125.202.155,GOOGLE,US,0,15169.0,0,0,89,0,unknown
185.57.75.237,Mobile Telecom-Service LLP,KZ,0,29555.0,0,0,89,0,unknown
216.58.213.170,GOOGLE,US,0,15169.0,0,0,23,66,benign
173.241.250.219,,US,0,,0,0,89,0,unknown
54.239.164.40,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
173.194.10.216,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.192.98.10,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
216.120.27.21,XO-AS15,US,0,2828.0,0,0,89,0,unknown
80.71.131.244,Parknet F.M.B.A.,DK,0,197301.0,0,0,89,0,unknown
109.166.134.131,Orange Romania S.A.,RO,0,8953.0,0,0,89,0,unknown
201.236.218.144,EPM Telecomunicaciones S.A. E.S.P.,CO,0,13489.0,0,0,89,0,unknown
95.101.39.40,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
52.0.121.249,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
192.0.80.240,AUTOMATTIC,US,0,2635.0,0,0,22,67,benign
2.21.242.8,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
212.57.24.206,Superonline Iletisim Hizmetleri A.S.,TR,0,34984.0,0,0,89,0,unknown
192.230.82.155,INCAPSULA,US,0,19551.0,0,0,89,0,unknown
23.235.43.175,,DE,0,,0,0,25,64,benign
2.16.4.154,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
74.125.195.95,GOOGLE,US,0,15169.0,0,0,89,0,unknown
93.120.181.41,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
23.32.19.20,AKAMAI-AS,US,0,35994.0,0,0,89,0,unknown
2.20.188.180,Akamai International B.V.,DE,0,20940.0,0,0,89,0,unknown
188.95.226.242,Cleura AB,SE,0,42695.0,0,0,89,0,unknown
185.13.112.16,Rostelecom,RU,0,29069.0,0,0,89,0,unknown
187.232.88.147,UNINET,MX,0,8151.0,0,0,89,0,unknown
5.132.121.15,Odido Netherlands B.V.,NL,0,50266.0,0,0,89,0,unknown
185.21.217.78,Feral.io Ltd,GB,0,200052.0,3,0,23,63,benign
173.194.116.48,GOOGLE,US,0,15169.0,0,0,89,0,unknown
204.2.197.201,MEDIA6-ASN,US,0,1422.0,0,0,89,0,unknown
5.14.156.86,RCS & RDS,RO,0,8708.0,0,0,89,0,unknown
104.69.139.221,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
104.244.43.167,FASTLY,US,0,54113.0,0,0,23,66,benign
107.21.249.217,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
73.170.127.99,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
123.51.48.219,Symbio Networks,AU,0,38333.0,0,0,89,0,unknown
188.125.66.34,Yahoo-UK Limited,IE,0,34010.0,0,0,89,0,unknown
54.239.17.7,AMAZON-02,US,0,16509.0,0,0,24,65,benign
201.11.218.208,V tal,BR,0,8167.0,0,0,89,0,unknown
171.250.13.233,Viettel Group,VN,0,7552.0,0,0,89,0,unknown
74.125.226.46,GOOGLE,US,0,15169.0,0,0,89,0,unknown
109.110.120.168,,LB,0,,0,0,89,0,unknown
64.233.164.100,GOOGLE,US,0,15169.0,0,0,22,67,benign
175.143.215.119,TM TECHNOLOGY SERVICES SDN. BHD.,MY,0,4788.0,0,0,89,0,unknown
173.194.116.78,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.236.238.142,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
184.28.188.192,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
74.125.136.138,GOOGLE,US,0,15169.0,1,0,22,66,benign
52.72.205.3,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
91.192.245.84,Severnet Ltd.,RU,0,42636.0,0,0,89,0,unknown
208.81.233.64,,US,0,,0,0,89,0,unknown
5.167.68.75,JSC ER-Telecom Holding,RU,0,57026.0,3,2,21,63,benign
54.192.3.5,,US,0,,0,0,25,64,benign
89.215.193.212,A1 Bulgaria EAD,BG,0,13124.0,0,0,89,0,unknown
178.164.191.121,DIGI Tavkozlesi es Szolgaltato Kft.,HU,0,20845.0,0,0,89,0,unknown
54.230.35.228,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
180.191.137.167,Globe Telecoms,PH,0,4775.0,0,0,89,0,unknown
173.194.116.87,GOOGLE,US,0,15169.0,0,0,89,0,unknown
74.125.226.33,GOOGLE,US,0,15169.0,0,0,89,0,unknown
51.36.8.39,Mobile Telecommunication Company Saudi Arabia Joint-Stock company,SA,0,43766.0,0,0,89,0,unknown
131.191.22.251,CLICK-NETWORK,US,0,14677.0,0,0,89,0,unknown
128.69.143.19,PVimpelCom,RU,0,8402.0,0,0,89,0,unknown
54.208.226.181,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
52.2.123.14,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
173.194.112.9,GOOGLE,US,0,15169.0,0,0,89,0,unknown
185.52.183.251,Bredband2 AB,SE,0,29518.0,0,0,89,0,unknown
74.125.170.146,GOOGLE,US,0,15169.0,0,0,89,0,unknown
94.244.109.240,UAB Kauno interneto sistemos,LT,0,25190.0,0,0,89,0,unknown
31.13.92.2,FACEBOOK,IE,0,32934.0,0,0,89,0,unknown
72.10.21.76,POCKETINET,US,0,23265.0,0,0,89,0,unknown
116.197.141.180,"CLARA ONLINE, Inc.",JP,0,23661.0,0,0,89,0,unknown
111.91.54.71,,SG,0,,0,0,89,0,unknown
37.202.19.50,Xmatica Srl,IT,0,60475.0,0,0,89,0,unknown
74.125.30.120,GOOGLE,US,0,15169.0,0,0,89,0,unknown
154.0.13.34,COOL-IDEAS,ZA,0,37680.0,0,0,89,0,unknown
159.8.37.102,,NL,0,,0,0,89,0,unknown
184.24.195.111,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
169.55.70.244,SOFTLAYER,US,0,36351.0,0,0,89,0,unknown
98.208.58.241,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
64.233.161.94,GOOGLE,US,0,15169.0,0,0,23,66,benign
27.255.129.146,Quadrant Televentures Limited,IN,0,17917.0,0,0,89,0,unknown
62.210.84.235,Scaleway S.a.s.,FR,0,12876.0,0,0,89,0,unknown
66.102.1.95,GOOGLE,US,0,15169.0,0,0,21,68,benign
54.239.168.22,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
87.252.225.11,Cosmos Tv Jllc,BY,0,31143.0,0,0,89,0,unknown
204.77.165.115,GREAT-PLAINS-COMMUNICATIONS,US,0,13807.0,0,0,89,0,unknown
78.193.246.82,Free SAS,FR,0,12322.0,0,0,89,0,unknown
50.31.164.166,SERVERCENTRAL,US,0,23352.0,0,0,24,65,benign
103.248.234.137,Ishans Network,IN,0,45117.0,1,0,24,64,benign
89.231.197.211,Multimedia Polska Sp. z o.o.,PL,0,21021.0,0,0,89,0,unknown
23.50.109.102,AKAMAI-AS,CH,0,16625.0,0,0,89,0,unknown
216.58.219.46,GOOGLE,US,0,15169.0,0,0,24,65,benign
188.93.174.93,LU-CIX Management GIE,LU,0,210834.0,0,0,89,0,unknown
104.155.8.132,GOOGLE-CLOUD-PLATFORM,BE,0,396982.0,0,0,89,0,unknown
173.194.112.185,GOOGLE,US,0,15169.0,0,0,89,0,unknown
173.194.71.105,GOOGLE,US,0,15169.0,0,0,89,0,unknown
173.194.116.35,GOOGLE,US,0,15169.0,0,0,89,0,unknown
66.87.73.140,,US,0,,0,0,89,0,unknown
184.50.164.16,AKAMAI-AS,NL,0,16625.0,0,0,89,0,unknown
54.243.218.69,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
92.42.227.42,,DE,0,,0,0,89,0,unknown
66.235.153.36,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
46.151.155.28,Altagen JSC,RU,0,50473.0,0,0,89,0,unknown
173.194.116.98,GOOGLE,US,0,15169.0,0,0,24,65,benign
77.66.54.155,Sentia Denmark A/S,DK,0,16245.0,0,0,89,0,unknown
23.23.172.0,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
82.195.75.101,Man-da.de GmbH,DE,0,8365.0,1,0,23,65,benign
5.10.88.212,,NL,0,,0,0,89,0,unknown
46.166.191.22,NForce Entertainment B.V.,NL,0,43350.0,0,0,30,59,benign
180.183.11.85,Triple T Broadband Public Company Limited,TH,0,45758.0,0,0,89,0,unknown
173.194.208.94,GOOGLE,US,0,15169.0,0,0,21,68,benign
85.159.236.209,NForce Entertainment B.V.,NL,0,43350.0,0,0,89,0,unknown
54.93.224.231,AMAZON-02,DE,0,16509.0,0,0,89,0,unknown
37.252.170.114,ASN-APPNEX,DE,0,29990.0,0,0,89,0,unknown
79.177.26.60,Bezeq International Ltd.,IL,0,8551.0,0,0,89,0,unknown
85.17.25.28,LeaseWeb Netherlands B.V.,NL,0,60781.0,0,0,89,0,unknown
52.18.46.31,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
187.41.163.27,V tal,BR,0,7738.0,0,0,89,0,unknown
83.212.116.118,National Infrastructures for Research and Technology S.A.,GR,0,5408.0,0,0,89,0,unknown
54.230.162.30,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
182.185.123.255,Pakistan Telecommunication Company Limited,PK,0,17557.0,0,0,25,64,benign
202.197.61.232,China Education and Research Network Center,CN,0,4538.0,0,0,89,0,unknown
66.102.1.139,GOOGLE,US,0,15169.0,0,0,22,67,benign
31.151.113.71,Vodafone Libertel B.V.,NL,0,33915.0,0,0,89,0,unknown
216.58.211.99,GOOGLE,US,0,15169.0,1,0,22,66,benign
128.75.24.148,PVimpelCom,RU,0,8402.0,0,0,89,0,unknown
188.93.174.144,LU-CIX Management GIE,LU,0,210834.0,0,0,30,59,benign
23.31.60.187,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
173.194.116.122,GOOGLE,US,0,15169.0,0,0,25,64,benign
74.125.226.57,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.192.193.153,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
173.194.116.187,GOOGLE,US,0,15169.0,0,0,89,0,unknown
173.194.65.100,GOOGLE,US,0,15169.0,0,0,89,0,unknown
74.125.22.16,GOOGLE,US,0,15169.0,0,0,89,0,unknown
176.34.189.21,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
23.74.24.163,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
74.125.22.93,GOOGLE,US,0,15169.0,0,0,24,65,benign
91.121.44.108,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
173.194.116.131,GOOGLE,US,0,15169.0,0,0,23,66,benign
66.102.1.101,GOOGLE,US,0,15169.0,0,0,21,68,benign
74.125.224.62,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.230.200.93,AMAZON-02,US,0,16509.0,0,0,25,64,benign
74.125.228.199,GOOGLE,US,0,15169.0,0,0,89,0,unknown
121.54.32.149,"Smart Broadband, Inc.",PH,0,10139.0,0,0,31,58,benign
189.250.93.87,UNINET,MX,0,8151.0,0,0,89,0,unknown
109.201.154.147,NForce Entertainment B.V.,NL,0,43350.0,2,0,25,62,benign
115.31.153.211,UIH,TH,0,38794.0,0,0,42,47,unknown
81.250.223.47,Orange,FR,0,3215.0,0,0,89,0,unknown
189.30.95.142,V tal,BR,0,8167.0,0,0,89,0,unknown
151.249.88.141,"TRUE INTERNET Co.,Ltd.",FR,0,7470.0,0,0,26,63,benign
54.77.133.71,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
93.183.154.65,ESCOM Ltd. - Haskovo,BG,0,25374.0,0,0,89,0,unknown
23.35.109.37,LG DACOM Corporation,KR,0,3786.0,0,0,89,0,unknown
54.200.107.142,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
95.172.94.50,Unitas Global Ltd,GB,0,15570.0,0,0,89,0,unknown
63.245.217.114,,US,0,,0,0,89,0,unknown
200.3.29.95,ESPACO DIGITAL,BR,0,52689.0,0,0,89,0,unknown
50.82.164.116,MEDIACOM-ENTERPRISE-BUSINESS,US,0,30036.0,0,0,89,0,unknown
46.137.163.249,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
31.13.91.12,FACEBOOK,BR,0,32934.0,0,0,89,0,unknown
31.172.32.106,rrbone GmbH,DE,0,39138.0,0,0,89,0,unknown
104.108.66.56,AKAMAI-AS,US,0,16625.0,0,0,89,0,unknown
105.157.125.243,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
105.172.59.54,UNITEL,AO,0,37119.0,0,0,89,0,unknown
37.135.211.168,Orange Espagne SA,ES,0,12479.0,0,0,89,0,unknown
82.127.244.178,Orange,FR,0,3215.0,0,0,89,0,unknown
31.197.150.234,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
185.21.216.185,Feral.io Ltd,GB,0,200052.0,1,0,25,63,benign
54.192.198.27,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
86.68.120.34,Societe Francaise Du Radiotelephone - SFR SA,FR,0,15557.0,0,0,89,0,unknown
200.252.248.238,CLARO S.A.,BR,0,4230.0,0,0,89,0,unknown
38.65.9.35,COGENT-174,US,0,174.0,0,0,89,0,unknown
95.101.39.74,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
84.46.17.42,wilhelm.tel GmbH,DE,0,15943.0,0,0,89,0,unknown
140.98.193.112,IEEE,US,0,13462.0,0,0,25,64,benign
87.248.222.206,LLNW,FR,0,22822.0,0,0,89,0,unknown
213.143.95.252,Telemach UG d.o.o.,SI,0,3212.0,0,0,89,0,unknown
37.76.70.52,Magyar Telekom plc.,HU,0,5483.0,0,0,89,0,unknown
64.233.166.94,GOOGLE,US,0,15169.0,0,0,21,68,benign
104.16.88.26,CLOUDFLARENET,,0,13335.0,0,0,24,65,benign
74.125.133.154,GOOGLE,US,0,15169.0,0,0,22,67,benign
23.77.250.32,AKAMAI-AS,DK,0,16625.0,0,0,89,0,unknown
54.243.156.79,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
24.96.12.63,WOW-INTERNET,US,0,12083.0,0,0,89,0,unknown
92.126.60.43,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
121.239.246.198,Chinanet,CN,0,4134.0,0,0,89,0,unknown
23.195.75.157,AKAMAI-AS,US,0,35994.0,0,0,89,0,unknown
105.108.209.150,Telecom Algeria,DZ,0,36947.0,0,0,26,63,benign
54.239.168.172,AMAZON-02,US,0,16509.0,0,0,25,64,benign
64.233.184.102,GOOGLE,US,0,15169.0,0,0,24,65,benign
74.131.94.200,TWC-10796-MIDWEST,US,0,10796.0,0,0,89,0,unknown
64.233.171.95,GOOGLE,US,0,15169.0,0,0,89,0,unknown
83.6.237.214,Orange Polska Spolka Akcyjna,PL,0,5617.0,0,0,89,0,unknown
93.184.216.180,EDGECAST,US,0,15133.0,0,0,37,52,unknown
115.241.108.4,Reliance Jio Infocomm Limited,IN,0,55836.0,0,0,89,0,unknown
195.225.249.45,Netia SA,PL,0,43939.0,0,0,89,0,unknown
173.194.116.138,GOOGLE,US,0,15169.0,0,0,89,0,unknown
104.244.43.12,FASTLY,US,0,54113.0,0,0,89,0,unknown
37.55.85.75,JSC Ukrtelecom,UA,0,6849.0,0,0,89,0,unknown
95.172.94.59,Unitas Global Ltd,GB,0,15570.0,0,0,89,0,unknown
74.125.202.155,GOOGLE,US,0,15169.0,0,0,89,0,unknown
185.57.75.237,Mobile Telecom-Service LLP,KZ,0,29555.0,0,0,89,0,unknown
216.58.213.170,GOOGLE,US,0,15169.0,0,0,23,66,benign
173.241.250.219,,US,0,,0,0,89,0,unknown
54.239.164.40,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
173.194.10.216,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.192.98.10,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
216.120.27.21,XO-AS15,US,0,2828.0,0,0,89,0,unknown
52.29.22.6,AMAZON-02,DE,0,16509.0,0,0,89,0,unknown
93.181.207.234,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
46.166.188.207,NForce Entertainment B.V.,NL,0,43350.0,0,0,42,47,unknown
54.230.196.77,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
95.20.228.75,Orange Espagne SA,ES,0,12479.0,0,0,89,0,unknown
37.48.70.143,LeaseWeb Netherlands B.V.,NL,0,60781.0,0,0,89,0,unknown
72.21.202.25,AMAZON-02,US,0,16509.0,0,0,23,66,benign
54.247.190.213,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
175.135.35.13,KDDI CORPORATION,JP,0,2516.0,0,0,89,0,unknown
23.63.227.208,Akamai International B.V.,CA,0,20940.0,0,0,23,66,benign
82.49.129.43,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
74.125.226.45,GOOGLE,US,0,15169.0,0,0,89,0,unknown
78.85.72.214,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
83.33.51.237,Telefonica De Espana S.a.u.,ES,0,3352.0,0,0,89,0,unknown
54.72.42.191,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
2.20.188.236,Akamai International B.V.,DE,0,20940.0,0,0,89,0,unknown
188.115.170.247,TENET Scientific Production Enterprise LLC,UA,0,6876.0,0,0,89,0,unknown
182.186.184.217,Pakistan Telecommunication Company Limited,PK,0,17557.0,0,0,89,0,unknown
37.252.162.135,ASN-APPNEX,NL,0,29990.0,0,0,89,0,unknown
131.202.240.56,NECN-1-611,CA,0,611.0,0,0,89,0,unknown
191.236.16.12,MICROSOFT-CORP-MSN-AS-BLOCK,US,0,8075.0,0,0,24,65,benign
46.166.186.247,NForce Entertainment B.V.,NL,0,43350.0,0,0,89,0,unknown
212.220.115.69,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
186.219.147.96,,BR,0,,0,0,89,0,unknown
122.255.201.39,"JCOM Co., Ltd.",JP,0,4721.0,0,0,89,0,unknown
192.0.76.3,AUTOMATTIC,US,0,2635.0,0,0,23,66,benign
78.83.63.147,A1 Bulgaria EAD,BG,0,29580.0,0,0,89,0,unknown
66.220.146.36,FACEBOOK,US,0,32934.0,0,0,89,0,unknown
216.58.208.46,GOOGLE,US,0,15169.0,1,0,21,67,benign
54.192.25.175,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
66.150.114.19,INTERNAP-BLK,US,0,10913.0,0,0,89,0,unknown
85.166.25.197,Telenor Norge AS,NO,0,2119.0,0,0,89,0,unknown
140.98.194.156,IEEE,US,0,13462.0,0,0,89,0,unknown
173.194.116.88,GOOGLE,US,0,15169.0,0,0,89,0,unknown
31.186.225.44,CFN-SERVICES,GB,0,393954.0,0,0,89,0,unknown
78.109.142.105,JSC ER-Telecom Holding,RU,0,43314.0,0,0,89,0,unknown
198.47.127.17,AS-PUBMATIC,US,0,62713.0,0,0,89,0,unknown
185.31.19.143,,GB,0,,0,0,89,0,unknown
46.31.28.184,Iskratelecom CJSC,RU,0,29124.0,0,0,89,0,unknown
173.194.112.141,GOOGLE,US,0,15169.0,0,0,89,0,unknown
88.221.144.10,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
199.167.75.195,CONTE-25-BLA-RST,US,0,36473.0,0,0,38,51,unknown
24.10.191.164,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
176.214.12.205,JSC ER-Telecom Holding,RU,0,41843.0,0,0,89,0,unknown
104.244.42.200,TWITTER,US,0,13414.0,0,0,23,66,benign
187.78.16.126,V tal,BR,0,7738.0,0,0,89,0,unknown
78.62.39.97,"Telia Lietuva, AB",LT,0,8764.0,0,0,89,0,unknown
54.230.45.151,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
114.85.251.125,China Telecom Group,CN,0,4812.0,0,0,89,0,unknown
197.15.78.36,GLOBALNET-AS,TN,0,37671.0,0,0,89,0,unknown
173.241.240.212,,US,0,,0,0,89,0,unknown
178.250.2.77,,FR,0,,0,0,89,0,unknown
216.58.213.205,GOOGLE,US,0,15169.0,0,0,50,39,unknown
62.67.193.41,LEVEL3,GB,0,3356.0,0,0,89,0,unknown
173.194.78.157,GOOGLE,US,0,15169.0,0,0,89,0,unknown
74.125.136.84,GOOGLE,US,0,15169.0,0,0,24,65,benign
62.183.30.85,Rostelecom,RU,0,25490.0,0,0,89,0,unknown
198.51.158.116,,,0,,0,0,89,0,unknown
184.28.113.67,AKAMAI-AS,CH,0,16625.0,0,0,89,0,unknown
54.239.16.235,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
151.31.151.64,Wind Tre S.p.A.,IT,0,1267.0,0,0,89,0,unknown
37.49.184.227,Joint Stock Company TransTeleCom,RU,0,12688.0,0,0,89,0,unknown
46.236.13.147,Pulsant (Scotland) Ltd,GB,-34,12703.0,0,0,23,66,benign
49.244.97.123,"Nepal Telecommunications Corporation, Internet Services",NP,0,23752.0,0,0,89,0,unknown
84.249.168.120,Telia Finland Oyj,FI,0,1759.0,0,0,89,0,unknown
78.107.252.155,PVimpelCom,RU,0,8402.0,0,0,89,0,unknown
83.6.36.133,Orange Polska Spolka Akcyjna,PL,0,5617.0,0,0,89,0,unknown
91.198.174.208,,US,0,,0,0,24,65,benign
54.225.249.136,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
91.233.106.121,Alta Lingua SRL,RO,0,61412.0,1,0,23,65,benign
122.172.182.17,"Bharti Airtel Ltd., Telemedia Services",IN,0,24560.0,0,0,89,0,unknown
191.247.229.39,Claro SA,BR,0,22085.0,0,0,89,0,unknown
41.108.95.53,Telecom Algeria,DZ,0,36947.0,0,0,89,0,unknown
79.93.45.141,Societe Francaise Du Radiotelephone - SFR SA,FR,0,15557.0,0,0,89,0,unknown
69.172.216.111,,CA,-1,,0,0,89,0,unknown
173.194.116.66,GOOGLE,US,0,15169.0,0,0,89,0,unknown
94.242.246.24,,LU,0,,3,0,23,63,benign
205.251.72.176,AMC,US,0,29838.0,0,0,89,0,unknown
54.192.131.63,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
84.237.232.108,SIA Tet,LV,0,12578.0,0,0,89,0,unknown
54.209.98.102,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
173.194.116.143,GOOGLE,US,0,15169.0,0,0,89,0,unknown
130.88.113.27,Jisc Services Limited,GB,0,786.0,0,0,89,0,unknown
23.45.184.141,Reliance Jio Infocomm Limited,IN,0,55836.0,0,0,89,0,unknown
213.169.191.65,Societe Francaise Du Radiotelephone - SFR SA,FR,0,15557.0,0,0,89,0,unknown
72.49.219.145,FUSE-NET,US,0,6181.0,0,0,89,0,unknown
23.23.123.165,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
23.222.28.19,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
62.104.24.6,freenet Datenkommunikations GmbH,DE,0,5430.0,0,0,89,0,unknown
108.53.131.136,UUNET,US,0,701.0,0,0,89,0,unknown
88.221.15.19,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
100.36.170.70,UUNET,US,0,701.0,0,0,89,0,unknown
188.237.251.200,Moldtelecom SA,MD,0,8926.0,0,0,89,0,unknown
54.164.101.206,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
52.24.153.193,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
192.40.36.90,CASALE-MEDIA,CA,0,27381.0,0,0,89,0,unknown
23.23.251.78,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
54.230.200.205,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
69.136.96.66,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
5.149.158.234,Prostie tehnologii Ltd.,RU,0,60731.0,0,0,89,0,unknown
5.80.159.214,British Telecommunications PLC,GB,0,2856.0,0,0,89,0,unknown
5.196.77.75,OVH SAS,FR,0,16276.0,0,0,30,59,benign
23.8.3.38,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
173.194.112.184,GOOGLE,US,0,15169.0,0,0,89,0,unknown
78.243.168.168,Free Mobile SAS,FR,0,51207.0,0,0,89,0,unknown
52.49.225.27,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
188.125.82.157,Yahoo-UK Limited,IE,0,34010.0,0,0,89,0,unknown
173.194.116.211,GOOGLE,US,0,15169.0,0,0,89,0,unknown
92.247.54.167,A1 Bulgaria EAD,BG,0,29580.0,0,0,89,0,unknown
54.192.29.215,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
125.30.60.191,Internet Initiative Japan Inc.,JP,0,2497.0,0,0,89,0,unknown
54.235.246.171,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
151.33.0.245,Wind Tre S.p.A.,IT,0,1267.0,0,0,89,0,unknown
67.217.177.62,DATABANK-LATISYS,US,0,29944.0,0,0,89,0,unknown
46.228.108.80,OJSC Kostroma Municipal Telephone Network,RU,0,44507.0,0,0,89,0,unknown
172.217.1.2,GOOGLE,US,0,15169.0,1,0,21,67,benign
64.237.230.45,COQUI-NET,PR,0,10396.0,0,0,89,0,unknown
41.207.62.194,Telecom-Malagasy,MG,0,37054.0,0,0,89,0,unknown
189.79.248.189,TELEFONICA BRASIL S.A,BR,0,27699.0,0,0,89,0,unknown
95.101.72.59,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
239.255.255.250,,,-119,,4,1,20,64,benign
23.222.28.146,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
91.121.194.122,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
78.164.167.171,Turk Telekom,TR,0,47331.0,0,0,89,0,unknown
184.73.170.222,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
178.211.164.81,"INTERRA telecommunications group, Ltd.",RU,0,48524.0,0,0,89,0,unknown
